year,crop,acres_harvested,bu_per_acre,state,max_high_F,avg_high_F,min_low_F,avg_low_F,max_precip_in,sum_precip_in
1984,BARLEY,NA,43,KANSAS,97,59.66393443,-16,38.6147541,1.09,35.45
1984,CORN_GRAIN,NA,125,KANSAS,97,59.66393443,-16,38.6147541,1.09,35.45
1984,OATS,NA,53,KANSAS,97,59.66393443,-16,38.6147541,1.09,35.45
1984,RYE,NA,24,KANSAS,97,59.66393443,-16,38.6147541,1.09,35.45
1984,SOYBEANS,NA,17.5,KANSAS,97,59.66393443,-16,38.6147541,1.09,35.45
1984,WHEAT,NA,38.5,KANSAS,97,59.66393443,-16,38.6147541,1.09,35.45
1985,BARLEY,NA,44,KANSAS,95,58.09041096,-21,36.63287671,0.89,30.49
1985,CORN_GRAIN,NA,130,KANSAS,95,58.09041096,-21,36.63287671,0.89,30.49
1985,OATS,NA,56,KANSAS,95,58.09041096,-21,36.63287671,0.89,30.49
1985,RYE,NA,25,KANSAS,95,58.09041096,-21,36.63287671,0.89,30.49
1985,SOYBEANS,NA,31,KANSAS,95,58.09041096,-21,36.63287671,0.89,30.49
1985,WHEAT,NA,38,KANSAS,95,58.09041096,-21,36.63287671,0.89,30.49
1986,BARLEY,NA,36,KANSAS,93,60.21917808,-12,39.94246575,0.95,37.7
1986,CORN_GRAIN,NA,136,KANSAS,93,60.21917808,-12,39.94246575,0.95,37.7
1986,OATS,NA,54,KANSAS,93,60.21917808,-12,39.94246575,0.95,37.7
1986,RYE,NA,21,KANSAS,93,60.21917808,-12,39.94246575,0.95,37.7
1986,SOYBEANS,NA,33.5,KANSAS,93,60.21917808,-12,39.94246575,0.95,37.7
1986,WHEAT,NA,33,KANSAS,93,60.21917808,-12,39.94246575,0.95,37.7
1987,BARLEY,NA,40,KANSAS,98,63.06849315,-8,41.48493151,1.42,31.47
1987,CORN_GRAIN,NA,120,KANSAS,98,63.06849315,-8,41.48493151,1.42,31.47
1987,OATS,NA,42,KANSAS,98,63.06849315,-8,41.48493151,1.42,31.47
1987,RYE,NA,27,KANSAS,98,63.06849315,-8,41.48493151,1.42,31.47
1987,SOYBEANS,NA,32,KANSAS,98,63.06849315,-8,41.48493151,1.42,31.47
1987,WHEAT,NA,37,KANSAS,98,63.06849315,-8,41.48493151,1.42,31.47
1988,BARLEY,NA,35,KANSAS,102,62.13114754,-16,37.77595628,1.27,20.1
1988,CORN_GRAIN,NA,125,KANSAS,102,62.13114754,-16,37.77595628,1.27,20.1
1988,OATS,NA,39,KANSAS,102,62.13114754,-16,37.77595628,1.27,20.1
1988,RYE,NA,26,KANSAS,102,62.13114754,-16,37.77595628,1.27,20.1
1988,SOYBEANS,NA,23,KANSAS,102,62.13114754,-16,37.77595628,1.27,20.1
1988,WHEAT,NA,34,KANSAS,102,62.13114754,-16,37.77595628,1.27,20.1
1989,BARLEY,NA,32,KANSAS,98,59.18630137,-24,36.40821918,1.31,23.92
1989,CORN_GRAIN,NA,125,KANSAS,98,59.18630137,-24,36.40821918,1.31,23.92
1989,OATS,NA,45,KANSAS,98,59.18630137,-24,36.40821918,1.31,23.92
1989,RYE,NA,16,KANSAS,98,59.18630137,-24,36.40821918,1.31,23.92
1989,SOYBEANS,NA,27,KANSAS,98,59.18630137,-24,36.40821918,1.31,23.92
1989,WHEAT,NA,24,KANSAS,98,59.18630137,-24,36.40821918,1.31,23.92
1990,BARLEY,NA,44,KANSAS,97,61.28767123,-13,39.85479452,1.4,36.27
1990,CORN_GRAIN,NA,130,KANSAS,97,61.28767123,-13,39.85479452,1.4,36.27
1990,OATS,NA,55,KANSAS,97,61.28767123,-13,39.85479452,1.4,36.27
1990,RYE,NA,26,KANSAS,97,61.28767123,-13,39.85479452,1.4,36.27
1990,SOYBEANS,NA,24,KANSAS,97,61.28767123,-13,39.85479452,1.4,36.27
1990,WHEAT,NA,40,KANSAS,97,61.28767123,-13,39.85479452,1.4,36.27
1991,BARLEY,NA,33,KANSAS,94,60.16712329,-11,39.45479452,1.3,35.66
1991,CORN_GRAIN,NA,125,KANSAS,94,60.16712329,-11,39.45479452,1.3,35.66
1991,OATS,NA,53,KANSAS,94,60.16712329,-11,39.45479452,1.3,35.66
1991,RYE,NA,23,KANSAS,94,60.16712329,-11,39.45479452,1.3,35.66
1991,SOYBEANS,NA,23,KANSAS,94,60.16712329,-11,39.45479452,1.3,35.66
1991,WHEAT,NA,33,KANSAS,94,60.16712329,-11,39.45479452,1.3,35.66
1992,BARLEY,NA,40,KANSAS,89,58.79781421,-5,39.0136612,1.18,35.18
1992,CORN_GRAIN,NA,150,KANSAS,89,58.79781421,-5,39.0136612,1.18,35.18
1992,OATS,NA,56,KANSAS,89,58.79781421,-5,39.0136612,1.18,35.18
1992,RYE,NA,26,KANSAS,89,58.79781421,-5,39.0136612,1.18,35.18
1992,SOYBEANS,NA,37,KANSAS,89,58.79781421,-5,39.0136612,1.18,35.18
1992,WHEAT,NA,34,KANSAS,89,58.79781421,-5,39.0136612,1.18,35.18
1993,BARLEY,NA,46,KANSAS,89,56.07945205,-10,37.71780822,1.47,46.21
1993,CORN_GRAIN,NA,120,KANSAS,89,56.07945205,-10,37.71780822,1.47,46.21
1993,OATS,NA,34,KANSAS,89,56.07945205,-10,37.71780822,1.47,46.21
1993,RYE,NA,33,KANSAS,89,56.07945205,-10,37.71780822,1.47,46.21
1993,SOYBEANS,NA,28,KANSAS,89,56.07945205,-10,37.71780822,1.47,46.21
1993,WHEAT,NA,35,KANSAS,89,56.07945205,-10,37.71780822,1.47,46.21
1994,BARLEY,NA,38,KANSAS,91,59.36164384,-18,37.96712329,1.17,28.34
1994,CORN_GRAIN,NA,143,KANSAS,91,59.36164384,-18,37.96712329,1.17,28.34
1994,OATS,NA,46,KANSAS,91,59.36164384,-18,37.96712329,1.17,28.34
1994,RYE,NA,25,KANSAS,91,59.36164384,-18,37.96712329,1.17,28.34
1994,SOYBEANS,NA,35,KANSAS,91,59.36164384,-18,37.96712329,1.17,28.34
1994,WHEAT,NA,38,KANSAS,91,59.36164384,-18,37.96712329,1.17,28.34
1995,BARLEY,NA,35,KANSAS,100,58.37260274,-8,38.30410959,0.99,31.27
1995,CORN_GRAIN,NA,124,KANSAS,100,58.37260274,-8,38.30410959,0.99,31.27
1995,OATS,NA,47,KANSAS,100,58.37260274,-8,38.30410959,0.99,31.27
1995,RYE,NA,20,KANSAS,100,58.37260274,-8,38.30410959,0.99,31.27
1995,SOYBEANS,NA,25,KANSAS,100,58.37260274,-8,38.30410959,0.99,31.27
1995,WHEAT,NA,26,KANSAS,100,58.37260274,-8,38.30410959,0.99,31.27
1996,BARLEY,NA,33,KANSAS,92,56.42349727,-27,36.06010929,1.18,32.52
1996,CORN_GRAIN,NA,152,KANSAS,92,56.42349727,-27,36.06010929,1.18,32.52
1996,OATS,NA,52,KANSAS,92,56.42349727,-27,36.06010929,1.18,32.52
1996,RYE,NA,30,KANSAS,92,56.42349727,-27,36.06010929,1.18,32.52
1996,SOYBEANS,NA,37,KANSAS,92,56.42349727,-27,36.06010929,1.18,32.52
1996,WHEAT,NA,29,KANSAS,92,56.42349727,-27,36.06010929,1.18,32.52
1997,BARLEY,NA,42,KANSAS,95,58.21917808,-14,37.96438356,1.24,28.88
1997,CORN_GRAIN,NA,143,KANSAS,95,58.21917808,-14,37.96438356,1.24,28.88
1997,OATS,NA,59,KANSAS,95,58.21917808,-14,37.96438356,1.24,28.88
1997,RYE,NA,30,KANSAS,95,58.21917808,-14,37.96438356,1.24,28.88
1997,SOYBEANS,NA,37,KANSAS,95,58.21917808,-14,37.96438356,1.24,28.88
1997,WHEAT,NA,46,KANSAS,95,58.21917808,-14,37.96438356,1.24,28.88
1998,BARLEY,NA,35,KANSAS,94,61.15068493,-8,42.03835616,1.11,39.17
1998,CORN_GRAIN,NA,147,KANSAS,94,61.15068493,-8,42.03835616,1.11,39.17
1998,OATS,NA,45,KANSAS,94,61.15068493,-8,42.03835616,1.11,39.17
1998,RYE,NA,25,KANSAS,94,61.15068493,-8,42.03835616,1.11,39.17
1998,SOYBEANS,NA,30,KANSAS,94,61.15068493,-8,42.03835616,1.11,39.17
1998,WHEAT,NA,49,KANSAS,94,61.15068493,-8,42.03835616,1.11,39.17
1999,BARLEY,NA,45,KANSAS,98,61.1890411,-19,39.44931507,0.91,31.08
1999,CORN_GRAIN,NA,141,KANSAS,98,61.1890411,-19,39.44931507,0.91,31.08
1999,OATS,NA,47,KANSAS,98,61.1890411,-19,39.44931507,0.91,31.08
1999,RYE,NA,30,KANSAS,98,61.1890411,-19,39.44931507,0.91,31.08
1999,SOYBEANS,NA,29,KANSAS,98,61.1890411,-19,39.44931507,0.91,31.08
1999,WHEAT,NA,47,KANSAS,98,61.1890411,-19,39.44931507,0.91,31.08
2000,BARLEY,NA,35,KANSAS,95,60.13387978,-15,38.44535519,1.2,28.81
2000,CORN_GRAIN,NA,130,KANSAS,95,60.13387978,-15,38.44535519,1.2,28.81
2000,OATS,NA,44,KANSAS,95,60.13387978,-15,38.44535519,1.2,28.81
2000,SOYBEANS,NA,20,KANSAS,95,60.13387978,-15,38.44535519,1.2,28.81
2000,WHEAT,NA,37,KANSAS,95,60.13387978,-15,38.44535519,1.2,28.81
2001,BARLEY,NA,50,KANSAS,93,60.2,-11,39.37808219,1.12,34.08
2001,CORN_GRAIN,NA,127,KANSAS,93,60.2,-11,39.37808219,1.12,34.08
2001,OATS,NA,53,KANSAS,93,60.2,-11,39.37808219,1.12,34.08
2001,SOYBEANS,NA,32,KANSAS,93,60.2,-11,39.37808219,1.12,34.08
2001,WHEAT,NA,40,KANSAS,93,60.2,-11,39.37808219,1.12,34.08
2002,BARLEY,NA,37,KANSAS,96,60.7890411,-5,38.86849315,1,28.2
2002,CORN_GRAIN,NA,116,KANSAS,96,60.7890411,-5,38.86849315,1,28.2
2002,OATS,NA,52,KANSAS,96,60.7890411,-5,38.86849315,1,28.2
2002,SOYBEANS,NA,23,KANSAS,96,60.7890411,-5,38.86849315,1,28.2
2002,WHEAT,NA,33,KANSAS,96,60.7890411,-5,38.86849315,1,28.2
2003,BARLEY,NA,57,KANSAS,97,59.70684932,-10,37.49315068,1.13,28.05
2003,CORN_GRAIN,NA,120,KANSAS,97,59.70684932,-10,37.49315068,1.13,28.05
2003,OATS,NA,65,KANSAS,97,59.70684932,-10,37.49315068,1.13,28.05
2003,SOYBEANS,NA,23,KANSAS,97,59.70684932,-10,37.49315068,1.13,28.05
2003,WHEAT,NA,48,KANSAS,97,59.70684932,-10,37.49315068,1.13,28.05
2004,BARLEY,NA,28,KANSAS,90,59.61748634,-10,38.56010929,1.15,33.08
2004,CORN_GRAIN,NA,150,KANSAS,90,59.61748634,-10,38.56010929,1.15,33.08
2004,OATS,NA,43,KANSAS,90,59.61748634,-10,38.56010929,1.15,33.08
2004,SOYBEANS,NA,41,KANSAS,90,59.61748634,-10,38.56010929,1.15,33.08
2004,WHEAT,NA,37,KANSAS,90,59.61748634,-10,38.56010929,1.15,33.08
2005,BARLEY,NA,42,KANSAS,96,60.98082192,-9,39.55616438,0.83,28.3
2005,CORN_GRAIN,NA,135,KANSAS,96,60.98082192,-9,39.55616438,0.83,28.3
2005,OATS,NA,59,KANSAS,96,60.98082192,-9,39.55616438,0.83,28.3
2005,SOYBEANS,NA,37,KANSAS,96,60.98082192,-9,39.55616438,0.83,28.3
2005,WHEAT,NA,40,KANSAS,96,60.98082192,-9,39.55616438,0.83,28.3
2006,BARLEY,NA,27,KANSAS,97,61.72876712,-11,40.41917808,1.07,31.36
2006,CORN_GRAIN,NA,115,KANSAS,97,61.72876712,-11,40.41917808,1.07,31.36
2006,OATS,NA,46,KANSAS,97,61.72876712,-11,40.41917808,1.07,31.36
2006,SOYBEANS,NA,32,KANSAS,97,61.72876712,-11,40.41917808,1.07,31.36
2006,WHEAT,NA,32,KANSAS,97,61.72876712,-11,40.41917808,1.07,31.36
2007,BARLEY,NA,52,KANSAS,93,60.1260274,-10,39.31506849,1.41,40.82
2007,CORN_GRAIN,NA,138,KANSAS,93,60.1260274,-10,39.31506849,1.41,40.82
2007,OATS,NA,45,KANSAS,93,60.1260274,-10,39.31506849,1.41,40.82
2007,SOYBEANS,NA,33,KANSAS,93,60.1260274,-10,39.31506849,1.41,40.82
2007,WHEAT,NA,33,KANSAS,93,60.1260274,-10,39.31506849,1.41,40.82
2008,BARLEY,NA,37,KANSAS,91,57.04098361,-15,36.12568306,1.41,41.9
2008,CORN_GRAIN,NA,133,KANSAS,91,57.04098361,-15,36.12568306,1.41,41.9
2008,OATS,NA,53,KANSAS,91,57.04098361,-15,36.12568306,1.41,41.9
2008,SOYBEANS,NA,37,KANSAS,91,57.04098361,-15,36.12568306,1.41,41.9
2008,WHEAT,NA,40,KANSAS,91,57.04098361,-15,36.12568306,1.41,41.9
2009,BARLEY,NA,51,KANSAS,93,57.62191781,-22,36.99178082,1.3,38.36
2009,CORN_GRAIN,NA,155,KANSAS,93,57.62191781,-22,36.99178082,1.3,38.36
2009,OATS,NA,53,KANSAS,93,57.62191781,-22,36.99178082,1.3,38.36
2009,SOYBEANS,NA,44.5,KANSAS,93,57.62191781,-22,36.99178082,1.3,38.36
2009,WHEAT,NA,42,KANSAS,93,57.62191781,-22,36.99178082,1.3,38.36
2010,BARLEY,NA,43,KANSAS,92,59.27123288,-17,38.64109589,1.15,42.37
2010,CORN_GRAIN,NA,124,KANSAS,92,59.27123288,-17,38.64109589,1.15,42.37
2010,OATS,NA,50,KANSAS,92,59.27123288,-17,38.64109589,1.15,42.37
2010,SOYBEANS,NA,33,KANSAS,92,59.27123288,-17,38.64109589,1.15,42.37
2010,WHEAT,NA,45,KANSAS,92,59.27123288,-17,38.64109589,1.15,42.37
2011,BARLEY,NA,29,KANSAS,97,59.84657534,-9,39.82191781,1.07,29.22
2011,CORN_GRAIN,NA,107,KANSAS,97,59.84657534,-9,39.82191781,1.07,29.22
2011,OATS,NA,38,KANSAS,97,59.84657534,-9,39.82191781,1.07,29.22
2011,SOYBEANS,NA,27.5,KANSAS,97,59.84657534,-9,39.82191781,1.07,29.22
2011,WHEAT,NA,35,KANSAS,97,59.84657534,-9,39.82191781,1.07,29.22
2012,BARLEY,NA,58,KANSAS,101,64.53278689,0,41.72404372,1.02,23.4
2012,CORN_GRAIN,NA,95,KANSAS,101,64.53278689,0,41.72404372,1.02,23.4
2012,OATS,NA,33,KANSAS,101,64.53278689,0,41.72404372,1.02,23.4
2012,SOYBEANS,NA,23,KANSAS,101,64.53278689,0,41.72404372,1.02,23.4
2012,WHEAT,NA,42,KANSAS,101,64.53278689,0,41.72404372,1.02,23.4
2013,BARLEY,NA,47,KANSAS,96,57.62191781,-15,37.17260274,1.85,33.11
2013,CORN_GRAIN,NA,126,KANSAS,96,57.62191781,-15,37.17260274,1.85,33.11
2013,OATS,NA,42,KANSAS,96,57.62191781,-15,37.17260274,1.85,33.11
2013,SOYBEANS,NA,37,KANSAS,96,57.62191781,-15,37.17260274,1.85,33.11
2013,WHEAT,NA,38,KANSAS,96,57.62191781,-15,37.17260274,1.85,33.11
2014,BARLEY,NA,35,KANSAS,89,56.26849315,-17,35.26575342,1.63,39.73
2014,CORN_GRAIN,NA,149,KANSAS,89,56.26849315,-17,35.26575342,1.63,39.73
2014,OATS,NA,56,KANSAS,89,56.26849315,-17,35.26575342,1.63,39.73
2014,SOYBEANS,NA,35.5,KANSAS,89,56.26849315,-17,35.26575342,1.63,39.73
2014,WHEAT,NA,28,KANSAS,89,56.26849315,-17,35.26575342,1.63,39.73
2015,BARLEY,NA,39,KANSAS,93,59.7260274,-12,38.8739726,1.6,42.41301321
2015,CORN_GRAIN,NA,148,KANSAS,93,59.7260274,-12,38.8739726,1.6,42.41301321
2015,OATS,NA,65,KANSAS,93,59.7260274,-12,38.8739726,1.6,42.41301321
2015,SOYBEANS,NA,38.5,KANSAS,93,59.7260274,-12,38.8739726,1.6,42.41301321
2015,WHEAT,NA,37,KANSAS,93,59.7260274,-12,38.8739726,1.6,42.41301321
2016,CORN_GRAIN,NA,142,KANSAS,93,60.71311475,-17,40.37431694,1.52,37.34
2016,OATS,NA,57,KANSAS,93,60.71311475,-17,40.37431694,1.52,37.34
2016,SOYBEANS,NA,48,KANSAS,93,60.71311475,-17,40.37431694,1.52,37.34
2016,WHEAT,NA,57,KANSAS,93,60.71311475,-17,40.37431694,1.52,37.34
2017,CORN_GRAIN,NA,132,KANSAS,92,60.49041096,-12,39.26849315,1.35,34.23
2017,OATS,NA,54,KANSAS,92,60.49041096,-12,39.26849315,1.35,34.23
2017,SOYBEANS,NA,37,KANSAS,92,60.49041096,-12,39.26849315,1.35,34.23
2017,WHEAT,NA,48,KANSAS,92,60.49041096,-12,39.26849315,1.35,34.23
1866,BARLEY,NA,24.5,NEBRASKA,NA,NA,NA,NA,NA,NA
1866,CORN_GRAIN,NA,29.5,NEBRASKA,NA,NA,NA,NA,NA,NA
1866,OATS,NA,38.5,NEBRASKA,NA,NA,NA,NA,NA,NA
1866,RYE,NA,15,NEBRASKA,NA,NA,NA,NA,NA,NA
1866,WHEAT,NA,14,NEBRASKA,NA,NA,NA,NA,NA,NA
1867,BARLEY,NA,20,NEBRASKA,NA,NA,NA,NA,NA,NA
1867,CORN_GRAIN,NA,38,NEBRASKA,NA,NA,NA,NA,NA,NA
1867,OATS,NA,31.5,NEBRASKA,NA,NA,NA,NA,NA,NA
1867,RYE,NA,14.5,NEBRASKA,NA,NA,NA,NA,NA,NA
1867,WHEAT,NA,10.5,NEBRASKA,NA,NA,NA,NA,NA,NA
1868,BARLEY,NA,19.5,NEBRASKA,NA,NA,NA,NA,NA,NA
1868,CORN_GRAIN,NA,28,NEBRASKA,NA,NA,NA,NA,NA,NA
1868,OATS,NA,30.5,NEBRASKA,NA,NA,NA,NA,NA,NA
1868,RYE,NA,15,NEBRASKA,NA,NA,NA,NA,NA,NA
1868,WHEAT,NA,12,NEBRASKA,NA,NA,NA,NA,NA,NA
1869,BARLEY,NA,22.5,NEBRASKA,NA,NA,NA,NA,NA,NA
1869,CORN_GRAIN,NA,38.5,NEBRASKA,NA,NA,NA,NA,NA,NA
1869,OATS,NA,35,NEBRASKA,NA,NA,NA,NA,NA,NA
1869,RYE,NA,15,NEBRASKA,NA,NA,NA,NA,NA,NA
1869,WHEAT,NA,14,NEBRASKA,NA,NA,NA,NA,NA,NA
1870,BARLEY,NA,19,NEBRASKA,NA,NA,NA,NA,NA,NA
1870,CORN_GRAIN,NA,33.5,NEBRASKA,NA,NA,NA,NA,NA,NA
1870,OATS,NA,31,NEBRASKA,NA,NA,NA,NA,NA,NA
1870,RYE,NA,14,NEBRASKA,NA,NA,NA,NA,NA,NA
1870,WHEAT,NA,11.5,NEBRASKA,NA,NA,NA,NA,NA,NA
1871,BARLEY,NA,15.5,NEBRASKA,NA,NA,NA,NA,NA,NA
1871,CORN_GRAIN,NA,38,NEBRASKA,NA,NA,NA,NA,NA,NA
1871,OATS,NA,27.5,NEBRASKA,NA,NA,NA,NA,NA,NA
1871,RYE,NA,13.5,NEBRASKA,NA,NA,NA,NA,NA,NA
1871,WHEAT,NA,8,NEBRASKA,NA,NA,NA,NA,NA,NA
1872,BARLEY,NA,24,NEBRASKA,NA,NA,NA,NA,NA,NA
1872,CORN_GRAIN,NA,37,NEBRASKA,NA,NA,NA,NA,NA,NA
1872,OATS,NA,37.5,NEBRASKA,NA,NA,NA,NA,NA,NA
1872,RYE,NA,16,NEBRASKA,NA,NA,NA,NA,NA,NA
1872,WHEAT,NA,12,NEBRASKA,NA,NA,NA,NA,NA,NA
1873,BARLEY,NA,19,NEBRASKA,NA,NA,NA,NA,NA,NA
1873,CORN_GRAIN,NA,22,NEBRASKA,NA,NA,NA,NA,NA,NA
1873,OATS,NA,30,NEBRASKA,NA,NA,NA,NA,NA,NA
1873,RYE,NA,15.5,NEBRASKA,NA,NA,NA,NA,NA,NA
1873,WHEAT,NA,15.5,NEBRASKA,NA,NA,NA,NA,NA,NA
1874,BARLEY,NA,17,NEBRASKA,NA,NA,NA,NA,NA,NA
1874,CORN_GRAIN,NA,15,NEBRASKA,NA,NA,NA,NA,NA,NA
1874,OATS,NA,23,NEBRASKA,NA,NA,NA,NA,NA,NA
1874,RYE,NA,13.5,NEBRASKA,NA,NA,NA,NA,NA,NA
1874,WHEAT,NA,11.5,NEBRASKA,NA,NA,NA,NA,NA,NA
1875,BARLEY,NA,12,NEBRASKA,NA,NA,NA,NA,NA,NA
1875,CORN_GRAIN,NA,31,NEBRASKA,NA,NA,NA,NA,NA,NA
1875,OATS,NA,27.5,NEBRASKA,NA,NA,NA,NA,NA,NA
1875,RYE,NA,13,NEBRASKA,NA,NA,NA,NA,NA,NA
1875,WHEAT,NA,9.5,NEBRASKA,NA,NA,NA,NA,NA,NA
1876,BARLEY,NA,17.5,NEBRASKA,NA,NA,NA,NA,NA,NA
1876,CORN_GRAIN,NA,32,NEBRASKA,NA,NA,NA,NA,NA,NA
1876,OATS,NA,20,NEBRASKA,NA,NA,NA,NA,NA,NA
1876,RYE,NA,15,NEBRASKA,NA,NA,NA,NA,NA,NA
1876,WHEAT,NA,11,NEBRASKA,NA,NA,NA,NA,NA,NA
1877,BARLEY,NA,25.5,NEBRASKA,NA,NA,NA,NA,NA,NA
1877,CORN_GRAIN,NA,34,NEBRASKA,NA,NA,NA,NA,NA,NA
1877,OATS,NA,33.5,NEBRASKA,NA,NA,NA,NA,NA,NA
1877,RYE,NA,15.5,NEBRASKA,NA,NA,NA,NA,NA,NA
1877,WHEAT,NA,16,NEBRASKA,NA,NA,NA,NA,NA,NA
1878,BARLEY,NA,19.5,NEBRASKA,NA,NA,NA,NA,NA,NA
1878,CORN_GRAIN,NA,41,NEBRASKA,NA,NA,NA,NA,NA,NA
1878,OATS,NA,28,NEBRASKA,NA,NA,NA,NA,NA,NA
1878,RYE,NA,14.5,NEBRASKA,NA,NA,NA,NA,NA,NA
1878,WHEAT,NA,13,NEBRASKA,NA,NA,NA,NA,NA,NA
1879,BARLEY,NA,15.1,NEBRASKA,NA,NA,NA,NA,NA,NA
1879,CORN_GRAIN,NA,40.1,NEBRASKA,NA,NA,NA,NA,NA,NA
1879,OATS,NA,26.2,NEBRASKA,NA,NA,NA,NA,NA,NA
1879,RYE,NA,12.4,NEBRASKA,NA,NA,NA,NA,NA,NA
1879,WHEAT,NA,9.4,NEBRASKA,NA,NA,NA,NA,NA,NA
1880,BARLEY,NA,12,NEBRASKA,NA,NA,NA,NA,NA,NA
1880,CORN_GRAIN,NA,31,NEBRASKA,NA,NA,NA,NA,NA,NA
1880,OATS,NA,21,NEBRASKA,NA,NA,NA,NA,NA,NA
1880,RYE,NA,9.5,NEBRASKA,NA,NA,NA,NA,NA,NA
1880,WHEAT,NA,8.5,NEBRASKA,NA,NA,NA,NA,NA,NA
1881,BARLEY,NA,19.5,NEBRASKA,NA,NA,NA,NA,NA,NA
1881,CORN_GRAIN,NA,29.5,NEBRASKA,NA,NA,NA,NA,NA,NA
1881,OATS,NA,31.5,NEBRASKA,NA,NA,NA,NA,NA,NA
1881,RYE,NA,13.5,NEBRASKA,NA,NA,NA,NA,NA,NA
1881,WHEAT,NA,7,NEBRASKA,NA,NA,NA,NA,NA,NA
1882,BARLEY,NA,25.5,NEBRASKA,NA,NA,NA,NA,NA,NA
1882,CORN_GRAIN,NA,38,NEBRASKA,NA,NA,NA,NA,NA,NA
1882,OATS,NA,34,NEBRASKA,NA,NA,NA,NA,NA,NA
1882,RYE,NA,16,NEBRASKA,NA,NA,NA,NA,NA,NA
1882,WHEAT,NA,13,NEBRASKA,NA,NA,NA,NA,NA,NA
1883,BARLEY,NA,23,NEBRASKA,NA,NA,NA,NA,NA,NA
1883,CORN_GRAIN,NA,37.5,NEBRASKA,NA,NA,NA,NA,NA,NA
1883,OATS,NA,33,NEBRASKA,NA,NA,NA,NA,NA,NA
1883,RYE,NA,14.5,NEBRASKA,NA,NA,NA,NA,NA,NA
1883,WHEAT,NA,17.5,NEBRASKA,NA,NA,NA,NA,NA,NA
1884,BARLEY,NA,21,NEBRASKA,NA,NA,NA,NA,NA,NA
1884,CORN_GRAIN,NA,41,NEBRASKA,NA,NA,NA,NA,NA,NA
1884,OATS,NA,28,NEBRASKA,NA,NA,NA,NA,NA,NA
1884,RYE,NA,15,NEBRASKA,NA,NA,NA,NA,NA,NA
1884,WHEAT,NA,16.5,NEBRASKA,NA,NA,NA,NA,NA,NA
1885,BARLEY,NA,23.5,NEBRASKA,NA,NA,NA,NA,NA,NA
1885,CORN_GRAIN,NA,40,NEBRASKA,NA,NA,NA,NA,NA,NA
1885,OATS,NA,32.5,NEBRASKA,NA,NA,NA,NA,NA,NA
1885,RYE,NA,13.5,NEBRASKA,NA,NA,NA,NA,NA,NA
1885,WHEAT,NA,13.5,NEBRASKA,NA,NA,NA,NA,NA,NA
1886,BARLEY,NA,21.5,NEBRASKA,NA,NA,NA,NA,NA,NA
1886,CORN_GRAIN,NA,31,NEBRASKA,NA,NA,NA,NA,NA,NA
1886,OATS,NA,30,NEBRASKA,NA,NA,NA,NA,NA,NA
1886,RYE,NA,13.5,NEBRASKA,NA,NA,NA,NA,NA,NA
1886,WHEAT,NA,11,NEBRASKA,NA,NA,NA,NA,NA,NA
1887,BARLEY,NA,13.5,NEBRASKA,NA,NA,NA,NA,NA,NA
1887,CORN_GRAIN,NA,27.5,NEBRASKA,NA,NA,NA,NA,NA,NA
1887,OATS,NA,28.5,NEBRASKA,NA,NA,NA,NA,NA,NA
1887,RYE,NA,11,NEBRASKA,NA,NA,NA,NA,NA,NA
1887,WHEAT,NA,10,NEBRASKA,NA,NA,NA,NA,NA,NA
1888,BARLEY,NA,18,NEBRASKA,NA,NA,NA,NA,NA,NA
1888,CORN_GRAIN,NA,38,NEBRASKA,NA,NA,NA,NA,NA,NA
1888,OATS,NA,27.5,NEBRASKA,NA,NA,NA,NA,NA,NA
1888,RYE,NA,13.5,NEBRASKA,NA,NA,NA,NA,NA,NA
1888,WHEAT,NA,10,NEBRASKA,NA,NA,NA,NA,NA,NA
1889,BARLEY,NA,22.1,NEBRASKA,NA,NA,NA,NA,NA,NA
1889,CORN_GRAIN,NA,39.4,NEBRASKA,NA,NA,NA,NA,NA,NA
1889,FLAXSEED,NA,8.5,NEBRASKA,NA,NA,NA,NA,NA,NA
1889,OATS,NA,29.2,NEBRASKA,NA,NA,NA,NA,NA,NA
1889,RYE,NA,13.3,NEBRASKA,NA,NA,NA,NA,NA,NA
1889,WHEAT,NA,13.2,NEBRASKA,NA,NA,NA,NA,NA,NA
1890,BARLEY,NA,13.5,NEBRASKA,NA,NA,NA,NA,NA,NA
1890,CORN_GRAIN,NA,20,NEBRASKA,NA,NA,NA,NA,NA,NA
1890,FLAXSEED,NA,8.5,NEBRASKA,NA,NA,NA,NA,NA,NA
1890,OATS,NA,22.5,NEBRASKA,NA,NA,NA,NA,NA,NA
1890,RYE,NA,12,NEBRASKA,NA,NA,NA,NA,NA,NA
1890,WHEAT,NA,12,NEBRASKA,NA,NA,NA,NA,NA,NA
1891,BARLEY,NA,23.5,NEBRASKA,NA,NA,NA,NA,NA,NA
1891,CORN_GRAIN,NA,37.5,NEBRASKA,NA,NA,NA,NA,NA,NA
1891,FLAXSEED,NA,5,NEBRASKA,NA,NA,NA,NA,NA,NA
1891,OATS,NA,32.5,NEBRASKA,NA,NA,NA,NA,NA,NA
1891,RYE,NA,14,NEBRASKA,NA,NA,NA,NA,NA,NA
1891,WHEAT,NA,15,NEBRASKA,NA,NA,NA,NA,NA,NA
1892,BARLEY,NA,19,NEBRASKA,NA,NA,NA,NA,NA,NA
1892,CORN_GRAIN,NA,32,NEBRASKA,NA,NA,NA,NA,NA,NA
